utente/$/$/hotel,brec,drec,urec 
kristen/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.0,0.95,0.05
kristen/$/$/Fairfield Inn Saginaw,0.0,1.0,0.0
Connie/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.01,0.96,0.03
Connie/$/$/Hampton Inn Fayetteville Fort Bragg,0.0,1.0,0.0
Connie/$/$/Wine Valley Lodge,0.05,0.93,0.02
Connie/$/$/Plaza Hotel and Casino - Las Vegas,0.05,0.94,0.01
Connie/$/$/Hampton Inn Abilene,0.0,1.0,0.0
Connie/$/$/Sombrero Resort and Marina,0.07,0.91,0.02
Connie/$/$/Holiday Inn Express Hotel and Suites Raleigh-wakefield,0.0,1.0,0.0
Benjamin/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.0,1.0,0.0
Benjamin/$/$/Extended Stay America - Orlando Theme Parks - Vineland Rd.,0.0,1.0,0.0
Benjamin/$/$/Tulip Inn Turin West,0.0,1.0,0.0
Benjamin/$/$/Days Inn West Memphis,0.0,1.0,0.0
Benjamin/$/$/Quality Inn and Suites,0.0,1.0,0.0
Benjamin/$/$/Super 8 Madison,0.53,0.44,0.03
Benjamin/$/$/Travelodge Anaheim Convention Center,0.02,0.96,0.02
Benjamin/$/$/Super 8 - Upland,0.04,0.94,0.02
Benjamin/$/$/Hotel Roc Flamingo,0.0,1.0,0.0
Benjamin/$/$/Arizona Inn of Prescott Valley,0.0,1.0,0.0
Benjamin/$/$/Americas Best Value Inn,0.01,0.99,0.0
Benjamin/$/$/Americas Best Value Inn - Medical Center/airport,0.0,1.0,0.0
Benjamin/$/$/Best Western Saint-etienne Aeroport,0.0,1.0,0.0
kyle/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.0,1.0,0.0
kyle/$/$/Sombrero Resort and Marina,0.07,0.91,0.02
Lesley Reed/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.0,1.0,0.0
Emily/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.0,1.0,0.0
Emily/$/$/Super 8 Manhattan Ks,0.0,1.0,0.0
Emily/$/$/Extended Stay America - Fort Lauderdale - Davie,0.0,0.98,0.02
Emily/$/$/Comfort Inn - Springfield,0.0,1.0,0.0
Emily/$/$/Best Western Plus San Marcos Inn,0.0,1.0,0.0
Emily/$/$/Super 8 Indianapolis,0.0,1.0,0.0
Emily/$/$/Comfort Inn Huntingdon,0.0,1.0,0.0
Emily/$/$/Econo Lodge Bellmawr,0.0,1.0,0.0
Emily/$/$/Days Inn and Suites Albany,0.08,0.9,0.02
Emily/$/$/Castle Kona Reef,0.0,1.0,0.0
Rhonda/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.0,1.0,0.0
Rhonda/$/$/Holiday Inn Express Dahlonega,0.0,1.0,0.0
Rhonda/$/$/Extended Stay America - Rockford - I-90,0.0,1.0,0.0
Rhonda/$/$/Gardena Terrace Inn,0.0,1.0,0.0
Rhonda/$/$/Comfort Suites,0.0,1.0,0.0
Rhonda/$/$/Extended Stay America - Columbia - Northwest Harbison,0.0,0.97,0.03
Rhonda/$/$/El Dorado Seaside Suites By Karisma - All Inclusive,0.01,0.94,0.05
Rhonda/$/$/Palm Suites,0.02,0.96,0.02
Rhonda/$/$/Hampton Inn and Suites Annapolis,0.0,1.0,0.0
Rhonda/$/$/Towneplace Suites Albany University Area,0.0,1.0,0.0
Rhonda/$/$/Drury Inn and Suites Columbus Convention Center,0.0,1.0,0.0
Dan/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.14,0.84,0.02
Dan/$/$/Country Inn and Suites By Carlson Corbin,0.12,0.87,0.01
Dan/$/$/La Quinta Inn and Suites Sunrise,0.05,0.94,0.01
"Dan/$/$/The Alexandrian, Autograph Collection",0.73,0.27,0.0
Dan/$/$/Ramada Vandalia,0.07,0.91,0.02
Dan/$/$/Hyatt Place Utica,0.09,0.89,0.02
Dan/$/$/The Kinney - Venice Beach,0.0,0.96,0.04
Dan/$/$/Red Roof Inn St Louis - Troy,0.05,0.94,0.01
Dan/$/$/Homewood Suites - Mall of America,0.06,0.92,0.02
Dan/$/$/Sombrero Resort and Marina,0.13,0.86,0.01
Dan/$/$/Howard Johnson Inn - Newburgh,0.16,0.83,0.01
Dan/$/$/Extended Stay America - Columbia - Northwest Harbison,0.08,0.9,0.02
Dan/$/$/Inn At Mendenhall,0.1,0.89,0.01
Dan/$/$/Red Roof Inn Erie,0.01,0.98,0.01
Dan/$/$/Mccamly Plaza Hotel,0.66,0.33,0.01
Dan/$/$/Courtyard By Marriott Rockaway Mount Arlington,0.07,0.91,0.02
Dan/$/$/Arizona Inn of Prescott Valley,0.55,0.43,0.02
Dan/$/$/Comfort Inn Huntingdon,0.11,0.87,0.02
Dan/$/$/Quality Inn and Suites Irvine Spectrum,0.11,0.88,0.01
Dan/$/$/Econo Lodge Bellmawr,0.55,0.43,0.02
Dan/$/$/Comfort Inn and Suites,0.1,0.89,0.01
Dan/$/$/Summit At Big Sky,0.05,0.91,0.04
Jean-Luc/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.0,1.0,0.0
Kristin/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.61,0.36,0.03
Kristin/$/$/Candlewood Suites Huntersville,0.01,0.96,0.03
Kristin/$/$/Lakeway Resort & Spa,0.0,1.0,0.0
Kristin/$/$/Howard Johnson Inn - Newburgh,0.6,0.39,0.01
Kristin/$/$/Country Inn and Suites By Carlson Galena,0.0,1.0,0.0
Kristin/$/$/Hampton Inn & Suites-downtown-tutwiler,0.01,0.97,0.02
Kristin/$/$/Red Roof Inn Cedar Rapids,0.09,0.89,0.02
Kristin/$/$/Hotel Eug��ne En Ville,0.65,0.32,0.03
Kristin/$/$/Holiday Inn Express Hotel and Suites Cambridge,0.0,1.0,0.0
Tina/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.11,0.87,0.02
Tina/$/$/Country Inn and Suites By Carlson Corbin,0.09,0.9,0.01
"Tina/$/$/The Alexandrian, Autograph Collection",0.06,0.94,0.0
Tina/$/$/Hampton Inn New Orleans - Downtown,0.01,0.97,0.02
Tina/$/$/Pelican Shores Inn,0.0,1.0,0.0
Tina/$/$/Baymont Inn & Suites Griffin,0.07,0.91,0.02
Tina/$/$/Tidewater Inn,0.09,0.9,0.01
Tina/$/$/Chelsea Inn,0.73,0.26,0.01
Tina/$/$/Days Inn West Memphis,0.1,0.88,0.02
Tina/$/$/Super 8 Big Cabin Vinita Ok,0.1,0.88,0.02
Tina/$/$/Quality Inn Long Beach Airport,0.19,0.79,0.02
Tina/$/$/Drury Inn and Suites Columbus Convention Center,0.0,1.0,0.0
Tina/$/$/Holiday Inn Express Hotel & Suites Emporia,0.11,0.87,0.02
jacqueline and anthony/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.08,0.87,0.05
Robyn L/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.08,0.87,0.05
christina/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.72,0.24,0.04
christina/$/$/Hampton Inn & Suites-downtown-tutwiler,0.02,0.95,0.03
christina/$/$/Residence Inn By Marriott Tucson Williams Centre,0.0,1.0,0.0
christina/$/$/The Savoy Hotel,0.0,0.97,0.03
Maryann/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.82,0.13,0.05
Maryann/$/$/Residence Inn By Marriott Deptford,0.07,0.88,0.05
Mac/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.0,1.0,0.0
Mac/$/$/Candlewood Suites Huntersville,0.0,1.0,0.0
Mac/$/$/Days Inn Ruther Glen Kings Dominion Area,0.0,1.0,0.0
Veronica/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.0,0.96,0.04
Veronica/$/$/Wine Valley Lodge,0.02,0.95,0.03
RANDOLPH/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.73,0.22,0.05
maria/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.01,0.95,0.04
maria/$/$/Harrah's Laughlin Hotel and Casino,0.66,0.32,0.02
maria/$/$/Quality Suites Intercontinental Airport West,0.0,1.0,0.0
maria/$/$/Elba Sara Beach & Golf Resort,0.0,1.0,0.0
816jameyc/$/$/Staybridge Suites Tyler University Area,0.0,1.0,0.0
SoStefani/$/$/Staybridge Suites Tyler University Area,0.0,1.0,0.0
Noel1070/$/$/Staybridge Suites Tyler University Area,0.0,1.0,0.0
Scott V/$/$/Staybridge Suites Tyler University Area,0.0,1.0,0.0
A46OOjuliec/$/$/Staybridge Suites Tyler University Area,0.0,1.0,0.0
Patrice_Walker/$/$/Staybridge Suites Tyler University Area,0.0,1.0,0.0
pepsi_jo48/$/$/Staybridge Suites Tyler University Area,0.0,1.0,0.0
Totally_A1_Tourist/$/$/Staybridge Suites Tyler University Area,0.0,1.0,0.0
Yvonne D/$/$/Staybridge Suites Tyler University Area,0.0,1.0,0.0
jmcdowell03/$/$/Staybridge Suites Tyler University Area,0.0,1.0,0.0
catherineo788/$/$/Staybridge Suites Tyler University Area,0.0,1.0,0.0
mgordonsjm/$/$/Staybridge Suites Tyler University Area,0.0,1.0,0.0
garroutte/$/$/Staybridge Suites Tyler University Area,0.0,1.0,0.0
CookseyMom/$/$/Staybridge Suites Tyler University Area,0.0,1.0,0.0
Karen D/$/$/Staybridge Suites Tyler University Area,0.0,1.0,0.0
Karen D/$/$/Country Inn and Suites By Carlson Corbin,0.04,0.93,0.03
Karen D/$/$/Hotel Deca - A Noble House Hotel,0.05,0.94,0.01
Karen D/$/$/Candlewood Suites Indianapolis Northwest,0.0,1.0,0.0
Jenny D/$/$/Staybridge Suites Tyler University Area,0.0,1.0,0.0
Sarah Tomlin/$/$/Staybridge Suites Tyler University Area,0.0,1.0,0.0
Leonel Alvarado/$/$/Staybridge Suites Tyler University Area,0.0,1.0,0.0
DrPappy/$/$/Staybridge Suites Tyler University Area,0.0,1.0,0.0
Mary Beck/$/$/Staybridge Suites Tyler University Area,0.0,1.0,0.0
hensleys101/$/$/Staybridge Suites Tyler University Area,0.0,1.0,0.0
Stacie Rivers/$/$/Staybridge Suites Tyler University Area,0.0,1.0,0.0
Jennifer C/$/$/Staybridge Suites Tyler University Area,0.0,1.0,0.0
Jennifer C/$/$/Hampton Inn & Suites Syracuse/carrier Circle,0.0,1.0,0.0
Jennifer C/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.01,0.95,0.04
Jennifer C/$/$/Super 8 Big Cabin Vinita Ok,0.08,0.89,0.03
Jennifer C/$/$/Elk Springs Resort,0.02,0.97,0.01
TheWrightLady/$/$/Staybridge Suites Tyler University Area,0.0,1.0,0.0
Jenni B/$/$/Staybridge Suites Tyler University Area,0.0,1.0,0.0
Rbrown6432/$/$/Staybridge Suites Tyler University Area,0.0,1.0,0.0
Sherry/$/$/Country Inn and Suites By Carlson Corbin,0.1,0.88,0.02
Sherry/$/$/Vista Hotel On Lake Tarpon,0.12,0.85,0.03
Sherry/$/$/Lakeway Resort & Spa,0.03,0.95,0.02
Sherry/$/$/Best Western Knoxville Suites,0.09,0.88,0.03
Sherry/$/$/Hyatt Place Pittsburgh Cranberry,0.07,0.91,0.02
Sherry/$/$/Merritt House Inn,0.03,0.93,0.04
Sherry/$/$/The Inn At Bella Vista,0.01,0.95,0.04
mimendez/$/$/Country Inn and Suites By Carlson Corbin,0.0,1.0,0.0
Lindy/$/$/Country Inn and Suites By Carlson Corbin,0.01,0.97,0.02
Lindy/$/$/Extended Stay America - Fort Lauderdale - Davie,0.05,0.92,0.03
Marjorie/$/$/Country Inn and Suites By Carlson Corbin,0.01,0.97,0.02
Marjorie/$/$/Holiday Inn Canyon De Chelly,0.02,0.95,0.03
Marjorie/$/$/Jacksonville Plaza Hotel and Suites,0.03,0.96,0.01
Marjorie/$/$/Homewood Suites - Mall of America,0.0,0.97,0.03
Marjorie/$/$/Howard Johnson Inn - Newburgh,0.63,0.36,0.01
Marjorie/$/$/Best Western Plus Kelly Inn,0.0,1.0,0.0
Marjorie/$/$/Super 8 Belle Fourche,0.06,0.91,0.03
granny/$/$/Country Inn and Suites By Carlson Corbin,0.0,1.0,0.0
Tod/$/$/Country Inn and Suites By Carlson Corbin,0.09,0.88,0.03
Charlette R/$/$/Country Inn and Suites By Carlson Corbin,0.0,1.0,0.0
508kristinal/$/$/Country Inn and Suites By Carlson Corbin,0.09,0.88,0.03
sharon/$/$/Country Inn and Suites By Carlson Corbin,0.0,1.0,0.0
sharon/$/$/Holiday Inn Express Hotel and Stes Port Clinton-catawba Island,0.0,1.0,0.0
sharon/$/$/Howard Johnson Inn - Newburgh,0.0,1.0,0.0
sharon/$/$/Fairfield Inn & Suites Atlanta Perimeter Center,0.0,1.0,0.0
sharon/$/$/Days Inn Fort Wayne,0.0,1.0,0.0
Slim/$/$/Country Inn and Suites By Carlson Corbin,0.0,1.0,0.0
Rob/$/$/Country Inn and Suites By Carlson Corbin,0.01,0.97,0.02
Rob/$/$/Comfort Inn,0.0,1.0,0.0
Rob/$/$/Super 8 Manhattan Ks,0.03,0.94,0.03
Rob/$/$/Fairfield Inn Saginaw,0.0,1.0,0.0
Rob/$/$/Super 8 Schenect/albany Area,0.02,0.95,0.03
Rob/$/$/Mccamly Plaza Hotel,0.01,0.97,0.02
Rob/$/$/Fairfield Inn and Suites By Marriott Idaho Falls,0.55,0.41,0.04
Rob/$/$/Best Western Hartford Hotel & Suites,0.0,1.0,0.0
michelle/$/$/Country Inn and Suites By Carlson Corbin,0.0,1.0,0.0
michelle/$/$/Hawthorn Suites Dayton North,0.0,1.0,0.0
michelle/$/$/La Quinta Inn and Suites Nashville Franklin,0.0,1.0,0.0
michelle/$/$/Quality Inn,0.0,1.0,0.0
michelle/$/$/Country Inn & Suites By Carlson,0.0,1.0,0.0
michelle/$/$/Quality Inn and Suites Irvine Spectrum,0.55,0.43,0.02
michelle/$/$/Good Nite Inn Rohnert Park,0.62,0.36,0.02
michelle/$/$/Inturotel Esmeralda Park,0.0,1.0,0.0
smittysplace/$/$/Country Inn and Suites By Carlson Corbin,0.09,0.88,0.03
Kristyn/$/$/Country Inn and Suites By Carlson Corbin,0.0,1.0,0.0
"Kristyn/$/$/The Alexandrian, Autograph Collection",0.71,0.28,0.01
Otisnova2010/$/$/Country Inn and Suites By Carlson Corbin,0.0,1.0,0.0
Laura H/$/$/Country Inn and Suites By Carlson Corbin,0.0,1.0,0.0
Laura H/$/$/The Concorde Inn,0.0,1.0,0.0
davidpX9820PE/$/$/Country Inn and Suites By Carlson Corbin,0.0,1.0,0.0
Laurie/$/$/Country Inn and Suites By Carlson Corbin,0.14,0.84,0.02
Laurie/$/$/Best Western Plus French Quarter Landmark Hotel,0.1,0.89,0.01
Laurie/$/$/Lakeway Resort & Spa,0.08,0.9,0.02
Laurie/$/$/El Dorado Seaside Suites By Karisma - All Inclusive,0.8,0.15,0.05
Laurie/$/$/Super 8 Blackwell Ok,0.15,0.8,0.05
Laurie/$/$/Super 8 Indianapolis,0.13,0.84,0.03
Laurie/$/$/Candlewood Suites Eugene Springfield,0.0,1.0,0.0
jameshE6721LL/$/$/Country Inn and Suites By Carlson Corbin,0.0,1.0,0.0
e.g.:Jackie/$/$/Country Inn and Suites By Carlson Corbin,0.09,0.88,0.03
Milena Z/$/$/Country Inn and Suites By Carlson Corbin,0.09,0.88,0.03
Backincincy/$/$/Country Inn and Suites By Carlson Corbin,0.0,1.0,0.0
claw1234/$/$/Country Inn and Suites By Carlson Corbin,0.09,0.88,0.03
Chica D/$/$/Country Inn and Suites By Carlson Corbin,0.09,0.88,0.03
jeanh685/$/$/Country Inn and Suites By Carlson Corbin,0.09,0.88,0.03
308bethw/$/$/Country Inn and Suites By Carlson Corbin,0.09,0.88,0.03
sandytampa/$/$/Country Inn and Suites By Carlson Corbin,0.0,1.0,0.0
Charles G/$/$/Country Inn and Suites By Carlson Corbin,0.0,1.0,0.0
Tina K/$/$/Country Inn and Suites By Carlson Corbin,0.0,1.0,0.0
Sara/$/$/Country Inn and Suites By Carlson Corbin,0.06,0.93,0.01
"Sara/$/$/The Alexandrian, Autograph Collection",0.04,0.96,0.0
Sara/$/$/Americas Best Value Inn,0.1,0.9,0.0
Sara/$/$/Fh Hotel Villa Fiesole,0.02,0.96,0.02
Sara/$/$/Extended Stay America - Fort Lauderdale - Davie,0.08,0.9,0.02
Sara/$/$/Fairfield Inn Saginaw,0.01,0.97,0.02
Sara/$/$/Hotel An Der Philharmonie,0.02,0.96,0.02
Sara/$/$/Western Inn-glacier Park,0.14,0.85,0.01
Sara/$/$/Ip Casino Resort Spa,0.04,0.95,0.01
Sara/$/$/Bayside Resort Hotel,0.08,0.91,0.01
Sara/$/$/A Bed & Breakfast In Cambridge,0.02,0.95,0.03
Sara/$/$/Monterey Beach Dunes Inn,0.52,0.46,0.02
Sara/$/$/Hampton Inn Virginia Beach Oceanfront North,0.0,1.0,0.0
Sara/$/$/Lamothe House,0.05,0.93,0.02
Sara/$/$/The Westin Buckhead,0.01,0.97,0.02
Sara/$/$/Americas Best Value Inn - Medical Center/airport,0.05,0.93,0.02
Jen W/$/$/Country Inn and Suites By Carlson Corbin,0.0,1.0,0.0
Jen W/$/$/Jacksonville Plaza Hotel and Suites,0.0,1.0,0.0
Lorie1164/$/$/Country Inn and Suites By Carlson Corbin,0.09,0.88,0.03
gritsmom/$/$/Country Inn and Suites By Carlson Corbin,0.0,1.0,0.0
Marie G/$/$/Country Inn and Suites By Carlson Corbin,0.0,1.0,0.0
Marie G/$/$/Menehune Reservations,0.0,1.0,0.0
Soupy627/$/$/Country Inn and Suites By Carlson Corbin,0.0,1.0,0.0
Erika H/$/$/Country Inn and Suites By Carlson Corbin,0.0,1.0,0.0
Whitelotuskim/$/$/Country Inn and Suites By Carlson Corbin,0.0,1.0,0.0
grannyluvs2cruise/$/$/Country Inn and Suites By Carlson Corbin,0.0,1.0,0.0
shroom_of_doom/$/$/Country Inn and Suites By Carlson Corbin,0.0,1.0,0.0
Jerri H/$/$/Best Western Owasso Inn & Suites,0.02,0.86,0.12
Shawn R/$/$/Best Western Owasso Inn & Suites,0.0,1.0,0.0
Paul F/$/$/Best Western Owasso Inn & Suites,0.0,1.0,0.0
Nicholas K/$/$/Best Western Owasso Inn & Suites,0.0,1.0,0.0
terracina59/$/$/Best Western Owasso Inn & Suites,0.02,0.86,0.12
Colleen M/$/$/Best Western Owasso Inn & Suites,0.0,1.0,0.0
Bill W/$/$/Best Western Owasso Inn & Suites,0.0,1.0,0.0
Bill W/$/$/Quality Inn and Suites,0.05,0.94,0.01
Bill W/$/$/Sombrero Resort and Marina,0.05,0.93,0.02
"Bill W/$/$/Country Inn & Suites By Carlson, Rocky Mount, Nc",0.0,1.0,0.0
Beverly H/$/$/Best Western Owasso Inn & Suites,0.0,1.0,0.0
drtom1966/$/$/Best Western Owasso Inn & Suites,0.02,0.86,0.12
Gretchen R/$/$/Best Western Owasso Inn & Suites,0.0,1.0,0.0
Braeden Winters/$/$/Best Western Owasso Inn & Suites,0.0,1.0,0.0
Dominic V/$/$/Best Western Owasso Inn & Suites,0.0,1.0,0.0
presshull1/$/$/Best Western Owasso Inn & Suites,0.0,1.0,0.0
Steve L/$/$/Best Western Owasso Inn & Suites,0.0,1.0,0.0
Steve L/$/$/Holiday Inn Express Grove City (outlet Center),0.0,1.0,0.0
Steve L/$/$/America's Best Value Inn,0.0,1.0,0.0
David T/$/$/Best Western Owasso Inn & Suites,0.0,1.0,0.0
David T/$/$/Boiling Springs Resort Canoe Rental,0.0,1.0,0.0
David T/$/$/La Quinta Inn & Suites Bryant,0.0,1.0,0.0
Craig F at Insider Pages/$/$/Extended Stay America,0.0,1.0,0.0
nm_flag/$/$/Wyndham Resort At Fairfield Mountains,0.0,1.0,0.0
Evan[Bu]/$/$/Wyndham Resort At Fairfield Mountains,0.64,0.22,0.14
Evan[Bu]/$/$/New York Marriott Marquis,0.72,0.27,0.01
Philip V/$/$/Wyndham Resort At Fairfield Mountains,0.0,1.0,0.0
Lane Crouse/$/$/Wyndham Resort At Fairfield Mountains,0.0,1.0,0.0
Fuelman8/$/$/Wyndham Resort At Fairfield Mountains,0.0,1.0,0.0
htsolcorp/$/$/Wyndham Resort At Fairfield Mountains,0.0,1.0,0.0
Matt L/$/$/Wyndham Resort At Fairfield Mountains,0.0,1.0,0.0
Rafael M/$/$/Wyndham Resort At Fairfield Mountains,0.0,1.0,0.0
JonS150310/$/$/Wyndham Resort At Fairfield Mountains,0.0,1.0,0.0
kchorb/$/$/Wyndham Resort At Fairfield Mountains,0.0,1.0,0.0
Ron C/$/$/Wyndham Resort At Fairfield Mountains,0.0,1.0,0.0
Ron C/$/$/Best Western Plus French Quarter Landmark Hotel,0.08,0.91,0.01
BaltimoreBetty11/$/$/Wyndham Resort At Fairfield Mountains,0.0,1.0,0.0
Mike Mabe/$/$/Wyndham Resort At Fairfield Mountains,0.0,1.0,0.0
DAIL/$/$/Quality Inn Spearfish,0.0,1.0,0.0
gail/$/$/Quality Inn Spearfish,0.0,1.0,0.0
gail/$/$/Super 8 Dallas South,0.0,1.0,0.0
Barb/$/$/Quality Inn Spearfish,0.0,1.0,0.0
Barb/$/$/Discovery Inn,0.0,1.0,0.0
Barb/$/$/Best Western Knoxville Suites,0.0,1.0,0.0
Barb/$/$/Garden of The Gods Club & Resort,0.0,1.0,0.0
PatM/$/$/Quality Inn Spearfish,0.0,1.0,0.0
Antonita/$/$/Quality Inn Spearfish,0.06,0.87,0.07
wilsonva/$/$/Quality Inn Spearfish,0.06,0.87,0.07
VBSportsMom/$/$/Quality Inn Spearfish,0.0,1.0,0.0
Mei/$/$/Quality Inn Spearfish,0.0,1.0,0.0
jim kannianen/$/$/Quality Inn Spearfish,0.0,1.0,0.0
Glenda/$/$/Quality Inn Spearfish,0.0,1.0,0.0
Glenda/$/$/Days Inn Fort Wayne,0.0,1.0,0.0
Glenda/$/$/Americas Best Value Inn,0.0,1.0,0.0
Gail/$/$/Quality Inn Spearfish,0.01,0.95,0.04
"Gail/$/$/The Alexandrian, Autograph Collection",0.72,0.27,0.01
Gail/$/$/Baymont Inn and Suites Enid,0.48,0.49,0.03
Gail/$/$/La Quinta Inn and Suites Miami Cutler Bay,0.02,0.95,0.03
Gail/$/$/Americas Best Value Inn,0.08,0.92,0.0
Gail/$/$/Anaheim Marriott Suites,0.0,1.0,0.0
Gail/$/$/Holiday Inn Victorville,0.0,1.0,0.0
Avon D/$/$/Quality Inn Spearfish,0.0,1.0,0.0
keith/$/$/Quality Inn Spearfish,0.58,0.37,0.05
keith/$/$/Plaza Hotel and Casino - Las Vegas,0.0,0.99,0.01
keith/$/$/Dallas/fort Worth Marriott Solana,0.0,1.0,0.0
keith/$/$/La Quinta Inn and Suites Miami Cutler Bay,0.0,1.0,0.0
Chad and Jen/$/$/Quality Inn Spearfish,0.0,1.0,0.0
Shane/$/$/Quality Inn Spearfish,0.0,1.0,0.0
Shane/$/$/Quality Inn Johnson City,0.0,1.0,0.0
Shane/$/$/Fairbridge Inn,0.07,0.89,0.04
Shane/$/$/Hotel An Der Philharmonie,0.0,1.0,0.0
Shane/$/$/Excellence Riviera Cancun - Adults Only - All Inclusive,0.0,1.0,0.0
Alexis Sampogna/$/$/Inn At Queen Anne,0.51,0.45,0.04
Dale Blackburn/$/$/Inn At Queen Anne,0.62,0.34,0.04
John Clayton/$/$/Inn At Queen Anne,0.62,0.34,0.04
Kate Mc/$/$/Inn At Queen Anne,0.6,0.36,0.04
Jason Perkowski/$/$/Inn At Queen Anne,0.6,0.36,0.04
Leo Virgo/$/$/Inn At Queen Anne,0.62,0.34,0.04
deviantpixel/$/$/Inn At Queen Anne,0.54,0.42,0.04
Serge/$/$/Inn At Queen Anne,0.08,0.89,0.03
Serge/$/$/Comfort Hotel Nation Pere Lachaise Paris 11,0.0,1.0,0.0
Boris/$/$/Inn At Queen Anne,0.0,1.0,0.0
Cierra/$/$/Inn At Queen Anne,0.0,1.0,0.0
John R/$/$/Inn At Queen Anne,0.55,0.42,0.03
John R/$/$/La Quinta Inn and Suites Sunrise,0.0,1.0,0.0
Malena/$/$/Inn At Queen Anne,0.0,1.0,0.0
Johnny/$/$/Inn At Queen Anne,0.07,0.9,0.03
Johnny/$/$/Hampton Inn Abilene,0.0,1.0,0.0
Johnny/$/$/Super 8 Indianapolis,0.0,1.0,0.0
Johnny/$/$/Monterey Beach Dunes Inn,0.01,0.95,0.04
Johnny/$/$/Holiday Inn Victorville,0.0,1.0,0.0
n/$/$/Inn At Queen Anne,0.14,0.83,0.03
n/$/$/Travelodge Anaheim Convention Center,0.13,0.84,0.03
n/$/$/Quality Inn and Suites Irvine Spectrum,0.1,0.88,0.02
n/$/$/Elba Sara Beach & Golf Resort,0.02,0.92,0.06
Lynda/$/$/Inn At Queen Anne,0.05,0.92,0.03
Lynda/$/$/Hampton Inn New Orleans - Downtown,0.0,1.0,0.0
Lynda/$/$/Americinn Coralville,0.0,1.0,0.0
Lynda/$/$/Hawthorn Suites Dayton North,0.04,0.92,0.04
Lynda/$/$/Comfort Inn Birmingham - Irondale,0.02,0.95,0.03
Lynda/$/$/Comfort Inn and Suites,0.69,0.29,0.02
Aranzazu/$/$/Inn At Queen Anne,0.07,0.89,0.04
Joyce/$/$/Inn At Queen Anne,0.62,0.36,0.02
Joyce/$/$/Americinn Coralville,0.7,0.28,0.02
Joyce/$/$/Fiesta Inn Centro Historico,0.01,0.96,0.03
Joyce/$/$/Holiday Inn Express Hotel and Stes Port Clinton-catawba Island,0.09,0.89,0.02
Joyce/$/$/Comfort Inn - Springfield,0.09,0.88,0.03
Joyce/$/$/Wingate By Wyndham Pueblo,0.01,0.97,0.02
Joyce/$/$/Sleep Inn At Harbour View,0.05,0.92,0.03
Joyce/$/$/Comfort Inn and Suites,0.06,0.92,0.02
DIANNA/$/$/Inn At Queen Anne,0.0,1.0,0.0
Alicia Gottsch/$/$/Inn At Queen Anne,0.17,0.79,0.04
h/$/$/Inn At Queen Anne,0.07,0.9,0.03
h/$/$/Baymont Inn and Suites Enid,0.02,0.94,0.04
h/$/$/Hilton San Diego Airport/harbor Island,0.0,1.0,0.0
h/$/$/Dockers Inn,0.0,1.0,0.0
h/$/$/Good Nite Inn Rohnert Park,0.01,0.97,0.02
Lorna/$/$/Inn At Queen Anne,0.13,0.84,0.03
"Lorna/$/$/The Alexandrian, Autograph Collection",0.02,0.97,0.01
Lorna/$/$/Best Western Hospitality Hotel and Suites,0.08,0.9,0.02
Santhosh Kn/$/$/Inn At Queen Anne,0.56,0.4,0.04
b/$/$/Inn At Queen Anne,0.1,0.88,0.02
b/$/$/Pueblo Bonito Sunset Beach Resort & Spa - All Inclusive,0.57,0.4,0.03
b/$/$/Jacksonville Plaza Hotel and Suites,0.02,0.97,0.01
b/$/$/Country Inn and Suites By Carlson Charlotte University Place,0.02,0.96,0.02
b/$/$/Grand Hotel Cadenabbia,0.04,0.93,0.03
b/$/$/Innisbrook,0.05,0.92,0.03
b/$/$/Travelodge Anaheim Convention Center,0.08,0.9,0.02
b/$/$/Monterey Beach Dunes Inn,0.04,0.93,0.03
b/$/$/Holiday Inn Express Hotel and Suites Va Beach Oceanfront,0.0,1.0,0.0
b/$/$/La Quinta Inn Auburn Worcester,0.03,0.96,0.01
b/$/$/Anaheim Marriott Suites,0.0,1.0,0.0
Jack Reeves/$/$/Inn At Queen Anne,0.6,0.36,0.04
Sayuri/$/$/Inn At Queen Anne,0.0,1.0,0.0
N/$/$/Inn At Queen Anne,0.53,0.44,0.03
N/$/$/The Kinney - Venice Beach,0.0,1.0,0.0
N/$/$/Quality Inn Johnson City,0.0,1.0,0.0
N/$/$/Jacksonville Plaza Hotel and Suites,0.0,1.0,0.0
