utente/$/$/hotel,somma 
Dianna/$/$/Wingate By Wyndham Pueblo,1.32
Pamela/$/$/Best Western Plus Arlington North Hotel and Suites,0.53
Pamela/$/$/Country Inn and Suites By Carlson Corbin,0.55
Pamela/$/$/Ramada,0.51
"Pamela/$/$/The Alexandrian, Autograph Collection",1.26
Pamela/$/$/Hyatt Place Utica,1.15
Pamela/$/$/Hotel Adler Cavalieri,0.56
Pamela/$/$/Ip Casino Resort Spa,0.53
Pamela/$/$/Super 8 - Effingham,0.49
Pamela/$/$/Inn At Mendenhall,1.12
Pamela/$/$/Super 8 Indianapolis,0.5
Pamela/$/$/Residence Inn By Marriott Springdale,0.5
Pamela/$/$/Hampton Inn Grand Junction Downtown/historic Main Street,0.57
Pamela/$/$/Hyatt Place Atlanta/alpharetta/north Point Mall,0.51
Joe Martin/$/$/Best Western Plus Arlington North Hotel and Suites,0.51
J Allen/$/$/Best Western Plus Arlington North Hotel and Suites,0.46
Arlene/$/$/Best Western Plus Arlington North Hotel and Suites,0.46
Arlene/$/$/Candlewood Suites Huntersville,0.44
Arlene/$/$/Harrah's Laughlin Hotel and Casino,0.38
Arlene/$/$/Comfort Inn Montgomery,0.36
Arlene/$/$/Holiday Inn Express Hotel and Suites Meadowlands Area,0.47
Dat/$/$/Best Western Plus Arlington North Hotel and Suites,0.51
Troy/$/$/Best Western Plus Arlington North Hotel and Suites,0.46
Troy/$/$/Super 8 Elko Nv,0.33
Troy/$/$/Americas Best Value Inn,0.34
Troy/$/$/La Quinta Inn and Suites Miami Cutler Bay,0.38
Troy/$/$/Microtel Inn and Suites By Wyndham Burlington,0.36
Troy/$/$/Residence Inn By Marriott Fort Lauderdale Weston,0.48
Rodney/$/$/Best Western Plus Arlington North Hotel and Suites,0.46
Rodney/$/$/Holiday Inn Express Hotel and Suites Raleigh-wakefield,0.48
Rodney/$/$/Quality Suites Intercontinental Airport West,0.41
Rodney/$/$/Mccamly Plaza Hotel,0.39
Megan/$/$/Best Western Plus Arlington North Hotel and Suites,0.51
Megan/$/$/Fh Hotel Villa Fiesole,0.49
Megan/$/$/Hyatt Place Utica,0.53
Megan/$/$/Tidewater Inn,0.46
Megan/$/$/Homewood Suites - Mall of America,0.5
Megan/$/$/Anaheim Marriott Suites,0.48
Megan/$/$/Residence Inn By Marriott Fort Lauderdale Weston,0.51
Megan/$/$/Americas Best Value Inn,0.43
Philip/$/$/Best Western Plus Arlington North Hotel and Suites,0.55
Philip/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.55
Philip/$/$/Hyatt Regency Kathmandu,0.79
Philip/$/$/American Star Inn and Suites Atlantic City,0.46
Philip/$/$/Comfort Inn Deland - Near University,0.56
Philip/$/$/Super 8 Schenect/albany Area,0.49
Philip/$/$/La Quinta Inn Auburn Worcester,1.19
Philip/$/$/Candlewood Suites Eugene Springfield,0.79
Philip/$/$/Elba Sara Beach & Golf Resort,0.51
Jack C/$/$/Best Western Plus Arlington North Hotel and Suites,0.51
Erica/$/$/Best Western Plus Arlington North Hotel and Suites,0.46
Erica/$/$/Suburban Extended Stay of Memphis Bartlett,0.25
Erica/$/$/Comfort Inn - Springfield,0.42
Erica/$/$/Mercure Curitiba Golden Hotel,0.45
Erica/$/$/Radisson Blu Conference and Airport Hotel,0.4
Erica/$/$/Comfort Inn,0.44
Erica/$/$/Fiesta Inn and Suites,0.29
Erica/$/$/New York Marriott Marquis,0.38
spencer/$/$/Best Western Plus Arlington North Hotel and Suites,0.46
Cesar/$/$/Best Western Plus Arlington North Hotel and Suites,0.46
Cesar/$/$/The Westin Europa and Regina,0.46
Cesar/$/$/Days Inn Lanham Washington Dc,1.0
Cesar/$/$/City Express Irapuato,0.44
Cesar/$/$/Holiday Inn Express Hotel and Suites Hesperia,1.15
Deisy/$/$/Best Western Plus Arlington North Hotel and Suites,0.51
Christie/$/$/Best Western Plus Arlington North Hotel and Suites,0.46
Christie/$/$/Extended Stay America - Raleigh - Cary - Regency Parkway S,0.34
Cindi/$/$/Best Western Plus Arlington North Hotel and Suites,0.46
Cindi/$/$/Super 8 Metropolis,0.39
Jamie/$/$/Best Western Plus Arlington North Hotel and Suites,0.51
Jamie/$/$/Country Inn and Suites By Carlson Corbin,0.5
Jamie/$/$/Pelican Shores Inn,0.74
Jamie/$/$/Plaza Hotel and Casino - Las Vegas,0.47
Jamie/$/$/Best Western Holiday Hills,0.55
Jamie/$/$/Quality Inn and Suites,0.46
Jamie/$/$/Hilton San Diego Airport/harbor Island,0.52
Jamie/$/$/Super 8 Crete Ne,0.47
Jamie/$/$/Sportsmen's Lodge,0.49
jessica/$/$/Best Western Plus Arlington North Hotel and Suites,0.46
jessica/$/$/Red Roof Inn Erie,0.46
jessica/$/$/Hampton Inn and Suites Annapolis,0.43
zachary/$/$/Best Western Plus Arlington North Hotel and Suites,0.52
zachary/$/$/Una Hotel Forte Dei Marmi,0.49
Jesse/$/$/Best Western Plus Arlington North Hotel and Suites,0.46
Jesse/$/$/Dallas/fort Worth Marriott Solana,1.11
Jesse/$/$/Lakeway Resort & Spa,0.48
Jesse/$/$/Hilton Santo Domingo,0.45
Jesse/$/$/Norwood Inn and Suites,0.26
Jesse/$/$/Hyatt House Colorado Springs,1.13
Jesse/$/$/Knights Inn Eau Claire,0.35
Jesse/$/$/Fiesta Inn and Suites,0.3
Jesse/$/$/Econo Lodge Miles City,0.41
Jesse/$/$/Cherokee Lodge Bed and Breakfast,0.48
DiAnn/$/$/Best Western Plus Arlington North Hotel and Suites,0.46
Evelyn R./$/$/Best Western Plus Arlington North Hotel and Suites,0.46
Jim Peterson/$/$/Best Western Plus Arlington North Hotel and Suites,0.46
curtis/$/$/Best Western Plus Arlington North Hotel and Suites,1.17
Leanne/$/$/Best Western Plus Arlington North Hotel and Suites,0.46
Leanne/$/$/The Jayakarta Bali,0.36
Leanne/$/$/Fairbridge Inn,0.32
Tamera/$/$/Best Western Plus Arlington North Hotel and Suites,0.51
Camillia/$/$/Best Western Plus Arlington North Hotel and Suites,0.46
Arthur/$/$/Best Western Plus Arlington North Hotel and Suites,0.46
Arthur/$/$/Chelsea Inn,0.43
Arthur/$/$/Howard Johnson Inn - Newburgh,0.39
Arthur/$/$/Best Western Hospitality Hotel and Suites,0.4
Arthur/$/$/Comfort Suites,0.43
Arthur/$/$/The Westin Buckhead,0.45
Arthur/$/$/Econo Lodge Miles City,0.41
Arthur/$/$/Holiday Inn Express Hotel & Suites Emporia,0.48
kristen/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.42
kristen/$/$/Fairfield Inn Saginaw,0.47
Connie/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.43
Connie/$/$/Hampton Inn Fayetteville Fort Bragg,0.44
Connie/$/$/Wine Valley Lodge,0.49
Connie/$/$/Plaza Hotel and Casino - Las Vegas,0.41
Connie/$/$/Hampton Inn Abilene,0.46
Connie/$/$/Sombrero Resort and Marina,0.36
Connie/$/$/Holiday Inn Express Hotel and Suites Raleigh-wakefield,0.48
Benjamin/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.42
Benjamin/$/$/Extended Stay America - Orlando Theme Parks - Vineland Rd.,0.36
Benjamin/$/$/Tulip Inn Turin West,0.44
Benjamin/$/$/Days Inn West Memphis,0.36
Benjamin/$/$/Quality Inn and Suites,0.33
Benjamin/$/$/Super 8 Madison,0.93
Benjamin/$/$/Travelodge Anaheim Convention Center,0.34
Benjamin/$/$/Super 8 - Upland,0.27
Benjamin/$/$/Hotel Roc Flamingo,0.39
Benjamin/$/$/Arizona Inn of Prescott Valley,0.34
Benjamin/$/$/Americas Best Value Inn,0.31
Benjamin/$/$/Americas Best Value Inn - Medical Center/airport,0.4
Benjamin/$/$/Best Western Saint-etienne Aeroport,0.42
kyle/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.42
kyle/$/$/Sombrero Resort and Marina,0.36
Lesley Reed/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.42
Emily/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.42
Emily/$/$/Super 8 Manhattan Ks,0.35
Emily/$/$/Extended Stay America - Fort Lauderdale - Davie,0.32
Emily/$/$/Comfort Inn - Springfield,0.42
Emily/$/$/Best Western Plus San Marcos Inn,0.41
Emily/$/$/Super 8 Indianapolis,0.38
Emily/$/$/Comfort Inn Huntingdon,0.44
Emily/$/$/Econo Lodge Bellmawr,0.34
Emily/$/$/Days Inn and Suites Albany,0.3
Emily/$/$/Castle Kona Reef,0.38
Rhonda/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.42
Rhonda/$/$/Holiday Inn Express Dahlonega,0.44
Rhonda/$/$/Extended Stay America - Rockford - I-90,0.4
Rhonda/$/$/Gardena Terrace Inn,0.38
Rhonda/$/$/Comfort Suites,0.43
Rhonda/$/$/Extended Stay America - Columbia - Northwest Harbison,0.37
Rhonda/$/$/El Dorado Seaside Suites By Karisma - All Inclusive,0.47
Rhonda/$/$/Palm Suites,0.4
Rhonda/$/$/Hampton Inn and Suites Annapolis,0.43
Rhonda/$/$/Towneplace Suites Albany University Area,0.43
Rhonda/$/$/Drury Inn and Suites Columbus Convention Center,0.5
Dan/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.56
Dan/$/$/Country Inn and Suites By Carlson Corbin,0.55
Dan/$/$/La Quinta Inn and Suites Sunrise,0.45
"Dan/$/$/The Alexandrian, Autograph Collection",1.23
Dan/$/$/Ramada Vandalia,0.46
Dan/$/$/Hyatt Place Utica,0.57
Dan/$/$/The Kinney - Venice Beach,0.44
Dan/$/$/Red Roof Inn St Louis - Troy,0.48
Dan/$/$/Homewood Suites - Mall of America,0.52
Dan/$/$/Sombrero Resort and Marina,0.42
Dan/$/$/Howard Johnson Inn - Newburgh,0.47
Dan/$/$/Extended Stay America - Columbia - Northwest Harbison,0.45
Dan/$/$/Inn At Mendenhall,0.58
Dan/$/$/Red Roof Inn Erie,0.47
Dan/$/$/Mccamly Plaza Hotel,1.05
Dan/$/$/Courtyard By Marriott Rockaway Mount Arlington,0.52
Dan/$/$/Arizona Inn of Prescott Valley,0.89
Dan/$/$/Comfort Inn Huntingdon,0.55
Dan/$/$/Quality Inn and Suites Irvine Spectrum,0.46
Dan/$/$/Econo Lodge Bellmawr,0.89
Dan/$/$/Comfort Inn and Suites,0.55
Dan/$/$/Summit At Big Sky,0.52
Jean-Luc/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.42
Kristin/$/$/La Quinta Inn and Suites Tucson - Reid Park,1.03
Kristin/$/$/Candlewood Suites Huntersville,0.45
Kristin/$/$/Lakeway Resort & Spa,0.48
Kristin/$/$/Howard Johnson Inn - Newburgh,0.91
Kristin/$/$/Country Inn and Suites By Carlson Galena,0.47
Kristin/$/$/Hampton Inn & Suites-downtown-tutwiler,0.49
Kristin/$/$/Red Roof Inn Cedar Rapids,0.33
Kristin/$/$/Hotel Eug��ne En Ville,1.12
Kristin/$/$/Holiday Inn Express Hotel and Suites Cambridge,0.43
Tina/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.53
Tina/$/$/Country Inn and Suites By Carlson Corbin,0.52
"Tina/$/$/The Alexandrian, Autograph Collection",0.56
Tina/$/$/Hampton Inn New Orleans - Downtown,0.51
Tina/$/$/Pelican Shores Inn,0.74
Tina/$/$/Baymont Inn & Suites Griffin,0.51
Tina/$/$/Tidewater Inn,0.46
Tina/$/$/Chelsea Inn,1.16
Tina/$/$/Days Inn West Memphis,0.46
Tina/$/$/Super 8 Big Cabin Vinita Ok,0.47
Tina/$/$/Quality Inn Long Beach Airport,0.5
Tina/$/$/Drury Inn and Suites Columbus Convention Center,0.5
Tina/$/$/Holiday Inn Express Hotel & Suites Emporia,0.56
jacqueline and anthony/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.5
Robyn L/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.5
christina/$/$/La Quinta Inn and Suites Tucson - Reid Park,1.14
christina/$/$/Hampton Inn & Suites-downtown-tutwiler,0.5
christina/$/$/Residence Inn By Marriott Tucson Williams Centre,0.49
christina/$/$/The Savoy Hotel,0.48
Maryann/$/$/La Quinta Inn and Suites Tucson - Reid Park,1.24
Maryann/$/$/Residence Inn By Marriott Deptford,0.5
Mac/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.42
Mac/$/$/Candlewood Suites Huntersville,0.44
Mac/$/$/Days Inn Ruther Glen Kings Dominion Area,0.24
Veronica/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.42
Veronica/$/$/Wine Valley Lodge,0.46
RANDOLPH/$/$/La Quinta Inn and Suites Tucson - Reid Park,1.15
maria/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.43
maria/$/$/Harrah's Laughlin Hotel and Casino,1.02
maria/$/$/Quality Suites Intercontinental Airport West,0.41
maria/$/$/Elba Sara Beach & Golf Resort,0.42
816jameyc/$/$/Staybridge Suites Tyler University Area,0.46
SoStefani/$/$/Staybridge Suites Tyler University Area,0.46
Noel1070/$/$/Staybridge Suites Tyler University Area,0.46
Scott V/$/$/Staybridge Suites Tyler University Area,0.46
A46OOjuliec/$/$/Staybridge Suites Tyler University Area,0.46
Patrice_Walker/$/$/Staybridge Suites Tyler University Area,0.46
pepsi_jo48/$/$/Staybridge Suites Tyler University Area,0.46
Totally_A1_Tourist/$/$/Staybridge Suites Tyler University Area,0.46
Yvonne D/$/$/Staybridge Suites Tyler University Area,0.46
jmcdowell03/$/$/Staybridge Suites Tyler University Area,0.46
catherineo788/$/$/Staybridge Suites Tyler University Area,0.46
mgordonsjm/$/$/Staybridge Suites Tyler University Area,0.46
garroutte/$/$/Staybridge Suites Tyler University Area,0.46
CookseyMom/$/$/Staybridge Suites Tyler University Area,0.46
Karen D/$/$/Staybridge Suites Tyler University Area,0.46
Karen D/$/$/Country Inn and Suites By Carlson Corbin,0.47
Karen D/$/$/Hotel Deca - A Noble House Hotel,0.47
Karen D/$/$/Candlewood Suites Indianapolis Northwest,0.44
Jenny D/$/$/Staybridge Suites Tyler University Area,0.46
Sarah Tomlin/$/$/Staybridge Suites Tyler University Area,0.46
Leonel Alvarado/$/$/Staybridge Suites Tyler University Area,0.46
DrPappy/$/$/Staybridge Suites Tyler University Area,0.46
Mary Beck/$/$/Staybridge Suites Tyler University Area,0.46
hensleys101/$/$/Staybridge Suites Tyler University Area,0.46
Stacie Rivers/$/$/Staybridge Suites Tyler University Area,0.46
Jennifer C/$/$/Staybridge Suites Tyler University Area,0.46
Jennifer C/$/$/Hampton Inn & Suites Syracuse/carrier Circle,0.45
Jennifer C/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.45
Jennifer C/$/$/Super 8 Big Cabin Vinita Ok,0.45
Jennifer C/$/$/Elk Springs Resort,0.5
TheWrightLady/$/$/Staybridge Suites Tyler University Area,0.46
Jenni B/$/$/Staybridge Suites Tyler University Area,0.46
Rbrown6432/$/$/Staybridge Suites Tyler University Area,0.46
Sherry/$/$/Country Inn and Suites By Carlson Corbin,0.53
Sherry/$/$/Vista Hotel On Lake Tarpon,0.5
Sherry/$/$/Lakeway Resort & Spa,0.51
Sherry/$/$/Best Western Knoxville Suites,0.52
Sherry/$/$/Hyatt Place Pittsburgh Cranberry,0.54
Sherry/$/$/Merritt House Inn,0.47
Sherry/$/$/The Inn At Bella Vista,0.52
mimendez/$/$/Country Inn and Suites By Carlson Corbin,0.43
Lindy/$/$/Country Inn and Suites By Carlson Corbin,0.44
Lindy/$/$/Extended Stay America - Fort Lauderdale - Davie,0.37
Marjorie/$/$/Country Inn and Suites By Carlson Corbin,0.44
Marjorie/$/$/Holiday Inn Canyon De Chelly,0.45
Marjorie/$/$/Jacksonville Plaza Hotel and Suites,0.42
Marjorie/$/$/Homewood Suites - Mall of America,0.46
Marjorie/$/$/Howard Johnson Inn - Newburgh,0.94
Marjorie/$/$/Best Western Plus Kelly Inn,0.45
Marjorie/$/$/Super 8 Belle Fourche,0.35
granny/$/$/Country Inn and Suites By Carlson Corbin,0.43
Tod/$/$/Country Inn and Suites By Carlson Corbin,0.52
Charlette R/$/$/Country Inn and Suites By Carlson Corbin,0.43
508kristinal/$/$/Country Inn and Suites By Carlson Corbin,0.52
sharon/$/$/Country Inn and Suites By Carlson Corbin,0.43
sharon/$/$/Holiday Inn Express Hotel and Stes Port Clinton-catawba Island,0.39
sharon/$/$/Howard Johnson Inn - Newburgh,0.31
sharon/$/$/Fairfield Inn & Suites Atlanta Perimeter Center,0.4
sharon/$/$/Days Inn Fort Wayne,0.31
Slim/$/$/Country Inn and Suites By Carlson Corbin,0.43
Rob/$/$/Country Inn and Suites By Carlson Corbin,0.44
Rob/$/$/Comfort Inn,0.44
Rob/$/$/Super 8 Manhattan Ks,0.38
Rob/$/$/Fairfield Inn Saginaw,0.47
Rob/$/$/Super 8 Schenect/albany Area,0.38
Rob/$/$/Mccamly Plaza Hotel,0.4
Rob/$/$/Fairfield Inn and Suites By Marriott Idaho Falls,1.01
Rob/$/$/Best Western Hartford Hotel & Suites,0.43
michelle/$/$/Country Inn and Suites By Carlson Corbin,0.43
michelle/$/$/Hawthorn Suites Dayton North,0.25
michelle/$/$/La Quinta Inn and Suites Nashville Franklin,0.37
michelle/$/$/Quality Inn,0.33
michelle/$/$/Country Inn & Suites By Carlson,0.43
michelle/$/$/Quality Inn and Suites Irvine Spectrum,0.9
michelle/$/$/Good Nite Inn Rohnert Park,0.99
michelle/$/$/Inturotel Esmeralda Park,0.49
smittysplace/$/$/Country Inn and Suites By Carlson Corbin,0.52
Kristyn/$/$/Country Inn and Suites By Carlson Corbin,0.43
"Kristyn/$/$/The Alexandrian, Autograph Collection",1.21
Otisnova2010/$/$/Country Inn and Suites By Carlson Corbin,0.43
Laura H/$/$/Country Inn and Suites By Carlson Corbin,0.43
Laura H/$/$/The Concorde Inn,0.21
davidpX9820PE/$/$/Country Inn and Suites By Carlson Corbin,0.43
Laurie/$/$/Country Inn and Suites By Carlson Corbin,0.57
Laurie/$/$/Best Western Plus French Quarter Landmark Hotel,0.56
Laurie/$/$/Lakeway Resort & Spa,0.56
Laurie/$/$/El Dorado Seaside Suites By Karisma - All Inclusive,1.26
Laurie/$/$/Super 8 Blackwell Ok,0.5
Laurie/$/$/Super 8 Indianapolis,0.51
Laurie/$/$/Candlewood Suites Eugene Springfield,0.79
jameshE6721LL/$/$/Country Inn and Suites By Carlson Corbin,0.43
e.g.:Jackie/$/$/Country Inn and Suites By Carlson Corbin,0.52
Milena Z/$/$/Country Inn and Suites By Carlson Corbin,0.52
Backincincy/$/$/Country Inn and Suites By Carlson Corbin,0.43
claw1234/$/$/Country Inn and Suites By Carlson Corbin,0.52
Chica D/$/$/Country Inn and Suites By Carlson Corbin,0.52
jeanh685/$/$/Country Inn and Suites By Carlson Corbin,0.52
308bethw/$/$/Country Inn and Suites By Carlson Corbin,0.52
sandytampa/$/$/Country Inn and Suites By Carlson Corbin,0.43
Charles G/$/$/Country Inn and Suites By Carlson Corbin,0.43
Tina K/$/$/Country Inn and Suites By Carlson Corbin,0.43
Sara/$/$/Country Inn and Suites By Carlson Corbin,0.49
"Sara/$/$/The Alexandrian, Autograph Collection",0.54
Sara/$/$/Americas Best Value Inn,0.4
Sara/$/$/Fh Hotel Villa Fiesole,0.49
Sara/$/$/Extended Stay America - Fort Lauderdale - Davie,0.4
Sara/$/$/Fairfield Inn Saginaw,0.48
Sara/$/$/Hotel An Der Philharmonie,0.45
Sara/$/$/Western Inn-glacier Park,0.48
Sara/$/$/Ip Casino Resort Spa,0.49
Sara/$/$/Bayside Resort Hotel,0.53
Sara/$/$/A Bed & Breakfast In Cambridge,0.4
Sara/$/$/Monterey Beach Dunes Inn,0.82
Sara/$/$/Hampton Inn Virginia Beach Oceanfront North,0.56
Sara/$/$/Lamothe House,0.5
Sara/$/$/The Westin Buckhead,0.46
Sara/$/$/Americas Best Value Inn - Medical Center/airport,0.45
Jen W/$/$/Country Inn and Suites By Carlson Corbin,0.43
Jen W/$/$/Jacksonville Plaza Hotel and Suites,0.39
Lorie1164/$/$/Country Inn and Suites By Carlson Corbin,0.52
gritsmom/$/$/Country Inn and Suites By Carlson Corbin,0.43
Marie G/$/$/Country Inn and Suites By Carlson Corbin,0.43
Marie G/$/$/Menehune Reservations,0.36
Soupy627/$/$/Country Inn and Suites By Carlson Corbin,0.43
Erika H/$/$/Country Inn and Suites By Carlson Corbin,0.43
Whitelotuskim/$/$/Country Inn and Suites By Carlson Corbin,0.43
grannyluvs2cruise/$/$/Country Inn and Suites By Carlson Corbin,0.43
shroom_of_doom/$/$/Country Inn and Suites By Carlson Corbin,0.43
Jerri H/$/$/Best Western Owasso Inn & Suites,0.36
Shawn R/$/$/Best Western Owasso Inn & Suites,0.34
Paul F/$/$/Best Western Owasso Inn & Suites,0.34
Nicholas K/$/$/Best Western Owasso Inn & Suites,0.34
terracina59/$/$/Best Western Owasso Inn & Suites,0.36
Colleen M/$/$/Best Western Owasso Inn & Suites,0.34
Bill W/$/$/Best Western Owasso Inn & Suites,0.34
Bill W/$/$/Quality Inn and Suites,0.38
Bill W/$/$/Sombrero Resort and Marina,0.34
"Bill W/$/$/Country Inn & Suites By Carlson, Rocky Mount, Nc",0.42
Beverly H/$/$/Best Western Owasso Inn & Suites,0.34
drtom1966/$/$/Best Western Owasso Inn & Suites,0.36
Gretchen R/$/$/Best Western Owasso Inn & Suites,0.34
Braeden Winters/$/$/Best Western Owasso Inn & Suites,0.34
Dominic V/$/$/Best Western Owasso Inn & Suites,0.34
presshull1/$/$/Best Western Owasso Inn & Suites,0.34
Steve L/$/$/Best Western Owasso Inn & Suites,0.34
Steve L/$/$/Holiday Inn Express Grove City (outlet Center),0.45
Steve L/$/$/America's Best Value Inn,0.18
David T/$/$/Best Western Owasso Inn & Suites,0.34
David T/$/$/Boiling Springs Resort Canoe Rental,0.15
David T/$/$/La Quinta Inn & Suites Bryant,0.51
Craig F at Insider Pages/$/$/Extended Stay America,0.18
nm_flag/$/$/Wyndham Resort At Fairfield Mountains,0.38
Evan[Bu]/$/$/Wyndham Resort At Fairfield Mountains,1.02
Evan[Bu]/$/$/New York Marriott Marquis,1.08
Philip V/$/$/Wyndham Resort At Fairfield Mountains,0.38
Lane Crouse/$/$/Wyndham Resort At Fairfield Mountains,0.38
Fuelman8/$/$/Wyndham Resort At Fairfield Mountains,0.38
htsolcorp/$/$/Wyndham Resort At Fairfield Mountains,0.38
Matt L/$/$/Wyndham Resort At Fairfield Mountains,0.38
Rafael M/$/$/Wyndham Resort At Fairfield Mountains,0.38
JonS150310/$/$/Wyndham Resort At Fairfield Mountains,0.38
kchorb/$/$/Wyndham Resort At Fairfield Mountains,0.38
Ron C/$/$/Wyndham Resort At Fairfield Mountains,0.38
Ron C/$/$/Best Western Plus French Quarter Landmark Hotel,0.54
BaltimoreBetty11/$/$/Wyndham Resort At Fairfield Mountains,0.38
Mike Mabe/$/$/Wyndham Resort At Fairfield Mountains,0.38
DAIL/$/$/Quality Inn Spearfish,0.44
gail/$/$/Quality Inn Spearfish,0.44
gail/$/$/Super 8 Dallas South,0.3
Barb/$/$/Quality Inn Spearfish,0.44
Barb/$/$/Discovery Inn,0.27
Barb/$/$/Best Western Knoxville Suites,0.43
Barb/$/$/Garden of The Gods Club & Resort,0.51
PatM/$/$/Quality Inn Spearfish,0.44
Antonita/$/$/Quality Inn Spearfish,0.5
wilsonva/$/$/Quality Inn Spearfish,0.5
VBSportsMom/$/$/Quality Inn Spearfish,0.44
Mei/$/$/Quality Inn Spearfish,0.44
jim kannianen/$/$/Quality Inn Spearfish,0.44
Glenda/$/$/Quality Inn Spearfish,0.44
Glenda/$/$/Days Inn Fort Wayne,0.31
Glenda/$/$/Americas Best Value Inn,0.3
